ID,제목,글,그림,원작,등급,줄거리,URL
747271,제목을 찾을 수 없음,N/A,N/A,N/A,등급을 찾을 수 없음,줄거리를 찾을 수 없음,https://comic.naver.com/webtoon/list?titleId=747271
